order_id,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,customer_state,late_delivery,delivery_days,delivery_gap_days,item_count,unique_sellers,total_order_value,seller_complexity,order_value_band,purchase_month
ecab90c9933c58908d3d6add7c6f5ae3,2018-02-25 13:50:30,2018-03-27 23:29:14,2018-04-13,RR,False,30.40189814814815,-16.02136574074074,1,1,63.34,Single seller,Lower-middle 25%,2018-02
f70a0aff17df5a6cdd9a7196128bd354,2017-08-10 11:58:33,2017-08-18 14:28:02,2017-08-23,SP,False,8.103807870370371,-4.3971990740740745,1,1,313.19,Single seller,Highest 25%,2017-08
1790eea0b567cf50911c057cf20f90f9,2018-04-16 21:15:39,2018-05-05 12:28:34,2018-05-15,PE,False,18.63396990740741,-9.480162037037037,1,1,224.9,Single seller,Highest 25%,2018-04
989225ba6d0ebd5873335f7e01de2ae7,2017-12-12 13:56:04,2018-01-03 18:03:36,2018-01-08,SP,False,22.17189814814815,-4.2475,1,1,63.1,Single seller,Lower-middle 25%,2017-12
d887b52c6516beb39e8cd44a5f8b60f7,2018-02-03 12:38:58,2018-02-22 00:07:55,2018-03-07,RJ,False,18.4784375,-12.994502314814815,1,1,100.25,Single seller,Lower-middle 25%,2018-02
b276e4f8c0fb86bd82fce576f21713e0,2018-07-29 23:34:51,2018-07-31 22:48:50,2018-08-06,SP,False,1.9680439814814814,-5.0494212962962965,1,1,188.41,Single seller,Highest 25%,2018-07
8563039e855156e48fccee4d611a3196,2018-02-17 15:59:46,2018-03-20 00:59:25,2018-03-20,TO,True,30.374756944444446,0.041261574074074076,1,1,106.95,Single seller,Upper-middle 25%,2018-02
60550084e6b4c0cb89a87df1f3e5ebd9,2018-02-21 18:15:12,2018-03-13 23:58:43,2018-03-29,CE,False,20.238553240740742,-15.000891203703704,1,1,66.78999999999999,Single seller,Lower-middle 25%,2018-02
5acce57f8d9dfd55fa48e212a641a69d,2017-07-31 21:37:10,2017-08-08 21:24:41,2017-08-22,SP,False,7.991331018518519,-13.107858796296297,1,1,43.0,Single seller,Lowest 25%,2017-07
434d158e96bdd6972ad6e6d73ddcfd22,2018-06-01 12:23:13,2018-06-18 21:32:52,2018-07-17,PE,False,17.38170138888889,-28.102175925925927,1,1,508.17,Single seller,Highest 25%,2018-06
7206b86ea789983f7a273ea7fa0bc2a8,2018-03-26 17:12:18,2018-04-05 22:11:18,2018-04-12,SP,False,10.207638888888889,-6.075486111111111,1,1,49.69,Single seller,Lowest 25%,2018-03
1e7aff52cdbb2451ace09d0f848c3699,2017-05-19 18:53:40,2017-05-31 13:58:46,2017-06-12,RJ,False,11.795208333333333,-11.417523148148149,1,1,154.19,Single seller,Upper-middle 25%,2017-05
6ea2f835b4556291ffdc53fa0b3b95e8,2017-11-24 21:27:48,2017-12-28 18:59:23,2017-12-21,SP,True,33.89693287037037,7.7912384259259255,1,1,356.12,Single seller,Highest 25%,2017-11
948097deef559c742e7ce321e5e58919,2017-08-04 17:10:39,2017-08-12 14:08:40,2017-09-01,DF,False,7.873622685185185,-19.410648148148148,1,1,95.67,Single seller,Lower-middle 25%,2017-08
d22e9fa5731b9e30e8b27afcdc2f8563,2018-08-04 23:25:30,2018-08-13 23:34:42,2018-09-13,BA,False,9.006388888888889,-30.017569444444444,1,1,121.62,Single seller,Upper-middle 25%,2018-08
6ebaec694d7025e2ad4a05dba887c032,2017-05-18 13:55:47,2017-05-29 12:47:20,2017-06-09,RJ,False,10.952465277777778,-10.46712962962963,1,1,153.72,Single seller,Upper-middle 25%,2017-05
d17dc4a904426827ca80f2ccb3a6be56,2017-05-14 20:28:25,2017-05-25 09:14:31,2017-06-12,BA,False,10.532013888888889,-17.61491898148148,1,1,54.82,Single seller,Lowest 25%,2017-05
25f4376934e13d3508486352e11a5db0,2018-05-17 16:59:11,2018-05-21 15:22:11,2018-05-25,SP,False,3.932638888888889,-3.3595949074074074,1,1,82.33000000000001,Single seller,Lower-middle 25%,2018-05
5820a1100976432c7968a52da59e9364,2018-07-29 11:24:17,2018-08-02 22:09:11,2018-08-13,RS,False,4.447847222222222,-10.07695601851852,1,1,52.239999999999995,Single seller,Lowest 25%,2018-07
2ce1ad82022c1ba30c2079502ac725aa,2017-08-09 20:19:05,2017-08-16 17:16:44,2017-08-31,SP,False,6.873368055555556,-14.280046296296296,1,1,130.56,Single seller,Upper-middle 25%,2017-08
138849fd84dff2fb4ca70a0a34c4aa1c,2018-02-01 14:02:19,2018-02-14 13:41:59,2018-02-23,SP,False,12.985879629629629,-8.429178240740741,1,1,52.839999999999996,Single seller,Lowest 25%,2018-02
47aa4816b27ba60ec948cd019cc1afc1,2018-06-26 13:42:52,2018-07-03 18:37:46,2018-07-20,PR,False,7.204791666666667,-16.223773148148148,1,1,71.91,Single seller,Lower-middle 25%,2018-06
9faeb9b2746b9d7526aef5acb08e2aa0,2018-07-26 14:39:59,2018-07-31 22:26:55,2018-08-16,RS,False,5.324259259259259,-15.064641203703705,2,1,151.04,Single seller,Upper-middle 25%,2018-07
641fb0752bf5b5940c376b3a8bb9dc52,2017-12-15 00:06:10,2018-01-03 15:09:32,2018-01-16,RJ,False,19.62733796296296,-12.36837962962963,1,1,386.33,Single seller,Highest 25%,2017-12
e425680f760cbc130be3e53a9773c584,2017-08-31 08:15:24,2017-09-04 20:59:55,2017-09-20,SP,False,4.530914351851852,-15.12505787037037,1,1,50.25,Single seller,Lowest 25%,2017-08
40c5e18f7d112b59b3e5113a59a905b3,2018-06-11 10:25:52,2018-06-19 00:31:13,2018-07-16,RJ,False,7.587048611111111,-26.97832175925926,1,1,128.68,Single seller,Upper-middle 25%,2018-06
734e7d1bbaeb2ff82521ca0fe6fb6f79,2018-06-11 08:18:19,2018-06-14 21:32:21,2018-07-05,SP,False,3.551412037037037,-20.102534722222224,1,1,43.46,Single seller,Lowest 25%,2018-06
66e4624ae69e7dc89bd50222b59f581f,2018-03-09 14:50:15,2018-04-03 13:28:46,2018-04-02,SE,True,24.943414351851853,1.5616435185185185,2,1,91.68,Single seller,Lower-middle 25%,2018-03
a685d016c8a26f71a0bb67821070e398,2017-03-13 18:14:36,2017-04-06 13:37:16,2017-03-30,SP,True,23.807407407407407,7.567546296296296,1,1,99.26,Single seller,Lower-middle 25%,2017-03
2edfd6d1f0b4cd0db4bf37b1b224d855,2017-06-13 21:11:26,2017-06-19 18:51:28,2017-07-06,SP,False,5.902800925925926,-16.214259259259258,1,1,141.15,Single seller,Upper-middle 25%,2017-06
68873cf91053cd11e6b49a766db5af1a,2017-11-30 22:02:15,2017-12-05 20:28:40,2017-12-18,SP,False,4.935011574074074,-12.146759259259259,1,1,91.66000000000001,Single seller,Lower-middle 25%,2017-11
f346ad4ee8f630e5e4ddaf862a34e6dd,2018-08-05 13:09:48,2018-08-10 18:35:40,2018-08-15,DF,False,5.226296296296296,-4.225231481481481,1,1,53.66,Single seller,Lowest 25%,2018-08
8f06cc6465925031568537b815f1198d,2017-11-15 11:31:41,2017-11-22 22:41:07,2017-12-05,RJ,False,7.464884259259259,-12.054780092592592,1,1,317.34,Single seller,Highest 25%,2017-11
ccbabeb0b02433bd0fcbac46e70339f2,2018-02-19 20:31:09,2018-03-09 22:22:25,2018-03-13,MG,False,18.07726851851852,-3.067766203703704,1,1,43.0,Single seller,Lowest 25%,2018-02
688052146432ef8253587b930b01a06d,2018-04-22 08:48:13,2018-04-24 19:31:58,2018-05-15,MG,False,2.447048611111111,-20.18613425925926,2,2,346.09,Multiple sellers,Highest 25%,2018-04
f271576bed568e896f99eb710cd3a6f8,2018-01-07 21:44:54,2018-01-17 20:26:31,2018-02-14,BA,False,9.94556712962963,-27.148252314814815,2,1,824.76,Single seller,Highest 25%,2018-01
686541986ecfb7d9296eb67719973bf0,2018-02-10 13:26:59,2018-02-20 22:13:08,2018-03-12,MG,False,10.365381944444444,-19.074212962962964,1,1,39.99,Single seller,Lowest 25%,2018-02
68e48e68da1f50f7c5838ea75e3a20dd,2018-06-18 16:02:23,2018-06-22 21:18:51,2018-07-13,SP,False,4.219768518518518,-20.111909722222222,4,1,392.6,Single seller,Highest 25%,2018-06
b52cc4919de82b4d696a4380d10804a3,2018-06-13 13:47:39,2018-06-18 22:32:44,2018-06-26,SP,False,5.3646412037037035,-7.060601851851852,1,1,55.02,Single seller,Lowest 25%,2018-06
fdf128b3630c21adc9ca4fb8a51b68ec,2018-07-15 08:33:19,2018-07-24 16:41:18,2018-08-02,SC,False,9.338877314814814,-8.304652777777777,1,1,46.2,Single seller,Lowest 25%,2018-07
a6aeb116d2cb5013eb8a94585b71ffef,2017-09-13 14:27:11,2017-09-16 15:40:08,2017-09-25,SP,False,3.050659722222222,-8.34712962962963,1,1,59.34,Single seller,Lowest 25%,2017-09
fa516182d28f96f5f5c651026b0749ee,2018-04-13 08:44:17,2018-04-19 20:41:45,2018-05-08,SP,False,6.498240740740741,-18.13767361111111,1,1,209.41,Single seller,Highest 25%,2018-04
6abaad69b8b349c3a529b4b91ce18e46,2018-02-15 10:33:30,2018-02-24 19:15:56,2018-03-07,SP,False,9.362800925925926,-10.197268518518518,1,1,57.0,Single seller,Lowest 25%,2018-02
974c1993ab8024d3ed16229183c2308d,2017-02-20 11:45:39,2017-03-09 14:27:58,2017-03-21,MG,False,17.112719907407406,-11.39724537037037,1,1,84.56,Single seller,Lower-middle 25%,2017-02
82bce245b1c9148f8d19a55b9ff70644,2017-04-20 17:15:46,2017-05-10 09:17:55,2017-05-12,PR,False,19.66815972222222,-1.6125578703703705,5,1,267.8,Single seller,Highest 25%,2017-04
a910f58086d58b3ae6f37aa712d377b9,2017-09-15 09:19:48,2017-09-25 20:14:48,2017-10-11,MT,False,10.45486111111111,-15.15638888888889,2,1,145.66,Single seller,Upper-middle 25%,2017-09
bd4bd0194d6d29f83b8557d4b89b572a,2018-07-28 16:52:55,2018-08-06 18:44:46,2018-08-08,SP,False,9.077673611111111,-1.218912037037037,1,1,37.83,Single seller,Lowest 25%,2018-07
634e8f4c0f6744a626f77f39770ac6aa,2017-08-09 18:32:47,2017-08-16 18:17:54,2017-08-31,RS,False,6.989664351851852,-14.237569444444444,1,1,234.28,Single seller,Highest 25%,2017-08
6d25592267349b322799e2beb687871e,2018-08-26 22:04:34,2018-08-29 12:40:53,2018-08-30,SP,False,2.608553240740741,-0.4716087962962963,2,1,201.82,Single seller,Highest 25%,2018-08
b8801cccd8068de30112e4f49903d74a,2017-07-30 03:06:35,2017-08-01 14:27:31,2017-08-16,SP,False,2.4728703703703703,-14.39755787037037,1,1,27.77,Single seller,Lowest 25%,2017-07
2711a938db643b3f0b62ee2c8a2784aa,2017-12-22 00:17:37,2018-01-09 19:52:32,2018-01-19,DF,False,18.815914351851852,-9.171851851851851,1,1,59.1,Single seller,Lowest 25%,2017-12
3bc77ce8be27211bac313c2daa402d1a,2017-04-06 22:39:29,2017-04-11 12:31:36,2017-04-27,MG,False,4.577858796296296,-15.478055555555555,1,1,66.98,Single seller,Lower-middle 25%,2017-04
10c320f977c6a18f91b2d14be13128c6,2017-05-09 20:48:59,2017-05-18 13:22:35,2017-06-01,RS,False,8.69,-13.442650462962963,1,1,132.26,Single seller,Upper-middle 25%,2017-05
0a4a2fccb27bd83a892fa503987a595b,2017-04-20 20:42:44,2017-05-11 13:07:46,2017-05-25,PB,False,20.684050925925927,-13.452939814814815,1,1,63.34,Single seller,Lower-middle 25%,2017-04
e4de6d53ecff736bc68804b0b6e9f635,2017-10-16 14:56:50,2017-11-08 21:25:24,2017-11-21,BA,False,23.269837962962963,-12.10736111111111,1,1,231.12,Single seller,Highest 25%,2017-10
6b860b35691d486e45dc98e3514ec5f6,2017-12-08 09:42:43,2017-12-19 18:43:35,2018-01-03,SP,False,11.375601851851853,-14.219733796296296,1,1,574.36,Single seller,Highest 25%,2017-12
ec341c54a5ebf8ee0a67a8632aa7579b,2017-08-26 16:53:30,2017-09-08 20:39:56,2017-09-21,SC,False,13.15724537037037,-12.138935185185185,1,1,29.92,Single seller,Lowest 25%,2017-08
cadbb3657dac2dbbd5b84b12e7b78aad,2018-02-27 12:55:42,2018-03-16 14:59:01,2018-03-29,SP,False,17.085636574074073,-12.37568287037037,1,1,409.78999999999996,Single seller,Highest 25%,2018-02
9defaf92cff22420e4e8ef7784815a55,2018-05-11 13:10:51,2018-05-21 16:09:55,2018-06-05,SP,False,10.124351851851852,-14.326446759259259,1,1,62.69,Single seller,Lower-middle 25%,2018-05
20e0101b20700188cadb288126949685,2018-01-22 19:22:22,2018-02-15 20:08:15,2018-02-19,MG,False,24.031863425925927,-3.1609375,1,1,105.56,Single seller,Upper-middle 25%,2018-01
0e782c3705510e717d28907746cbda82,2018-05-01 08:12:37,2018-05-04 14:02:26,2018-05-16,SP,False,3.2429282407407407,-11.414976851851852,1,1,37.379999999999995,Single seller,Lowest 25%,2018-05
d3d6788577c9592da441752e8a1dd5e3,2017-09-19 22:17:15,2017-10-10 18:43:53,2017-10-13,PR,False,20.851828703703703,-2.219525462962963,1,1,76.65,Single seller,Lower-middle 25%,2017-09
86f21bf63784876b9fd6d35f46581d72,2018-04-11 22:32:31,2018-04-27 23:14:42,2018-05-21,MG,False,16.02929398148148,-23.031458333333333,1,1,120.84,Single seller,Upper-middle 25%,2018-04
8447ff843b2616c50c0ced28ab1dae03,2017-12-20 23:45:07,2018-01-09 18:14:02,2018-01-22,SC,False,19.770081018518518,-12.24025462962963,1,1,238.69,Single seller,Highest 25%,2017-12
f169bd689fb8b32ccd62df9050aebc0b,2018-04-22 23:23:18,2018-04-30 17:57:25,2018-05-07,SP,False,7.773692129629629,-6.251793981481481,1,1,772.08,Single seller,Highest 25%,2018-04
77e9941864fc840be8e4b1ba5347c0f7,2018-08-03 08:59:39,2018-08-17 00:49:41,2018-08-27,CE,False,13.65974537037037,-9.965497685185186,1,1,103.27000000000001,Single seller,Lower-middle 25%,2018-08
41bb5cee06dbf170878a9ef93ac7e7f5,2018-05-14 08:35:33,2018-05-18 14:48:38,2018-06-08,SP,False,4.259085648148148,-20.382893518518518,1,1,23.689999999999998,Single seller,Lowest 25%,2018-05
6a0a8bfbbe700284feb0845d95e0867f,2017-11-22 11:32:22,2017-12-28 19:43:00,2017-12-11,RJ,True,36.34071759259259,17.821527777777778,1,1,101.74000000000001,Single seller,Lower-middle 25%,2017-11
f7959f8385f34c4f645327465a1c9fc4,2017-03-30 07:50:33,2017-04-10 02:59:52,2017-04-26,SP,False,10.798136574074075,-15.875092592592592,1,1,28.86,Single seller,Lowest 25%,2017-03
23f553848a03aaab35bb3f9f87725125,2018-06-05 09:10:34,2018-06-18 12:36:54,2018-07-23,PR,False,13.143287037037037,-34.474375,1,1,117.77000000000001,Single seller,Upper-middle 25%,2018-06
e3447938231fb6ba2fee0231b51eca59,2018-08-26 11:04:26,2018-08-28 21:06:31,2018-08-30,SP,False,2.418113425925926,-1.120474537037037,1,1,172.14,Single seller,Upper-middle 25%,2018-08
e346cd9299371b18c0b28e8e29a5e376,2017-05-17 08:36:11,2017-05-23 13:32:30,2017-06-06,SP,False,6.205775462962963,-13.43576388888889,1,1,42.589999999999996,Single seller,Lowest 25%,2017-05
a5474c0071dd5d1074e12d417078bbd0,2018-07-30 22:41:44,2018-08-03 19:28:47,2018-08-02,SP,True,3.8660069444444445,1.8116550925925925,1,1,21.38,Single seller,Lowest 25%,2018-07
bb7c5cf4dff9994daeab7c8ee9d287aa,2018-03-01 22:14:26,2018-03-09 14:48:21,2018-03-26,RS,False,7.690219907407408,-16.38309027777778,1,1,554.4,Single seller,Highest 25%,2018-03
66d03fb3c4b0f80b5db04ef9c260336d,2018-02-06 21:09:10,2018-02-16 20:24:42,2018-03-07,SP,False,9.969120370370371,-18.14951388888889,1,1,96.01,Single seller,Lower-middle 25%,2018-02
a6cd683d4bd3b9b1f0aa37b27f8116d3,2017-01-28 23:45:53,2017-02-10 17:30:19,2017-03-10,BA,False,12.739189814814814,-27.270613425925927,1,1,609.9,Single seller,Highest 25%,2017-01
bfe42c22ecbf90bc9f35cf591270b6a7,2018-01-27 22:04:34,2018-02-09 20:16:40,2018-02-26,MG,False,12.925069444444444,-16.15509259259259,1,1,42.4,Single seller,Lowest 25%,2018-01
e1da8361c76cab67aa3588a1fbf1af54,2017-07-01 15:42:32,2017-07-12 20:17:57,2017-07-25,MG,False,11.191261574074074,-12.15420138888889,1,1,253.4,Single seller,Highest 25%,2017-07
af5b0604e113e1526593d505a26ef39d,2017-09-27 12:07:22,2017-09-30 17:13:01,2017-10-16,SP,False,3.2122569444444444,-15.282627314814814,1,1,28.619999999999997,Single seller,Lowest 25%,2017-09
9d531c565e28c3e0d756192f84d8731f,2017-11-28 21:00:44,2018-01-23 21:38:52,2017-12-22,RJ,True,56.02648148148148,32.90199074074074,1,1,40.089999999999996,Single seller,Lowest 25%,2017-11
4da3bd761ca73d692ae0f5c252495546,2018-02-01 12:31:21,2018-02-02 16:12:53,2018-02-19,RJ,False,1.1538425925925926,-16.324386574074072,1,1,26.44,Single seller,Lowest 25%,2018-02
80d817467dc3d0a4bb5ab8986c962b1f,2018-08-22 16:10:29,2018-08-28 14:52:43,2018-09-05,DF,False,5.945995370370371,-7.38005787037037,2,1,132.88,Single seller,Upper-middle 25%,2018-08
c75acba615d2db29345327974641467d,2018-07-06 23:36:15,2018-07-13 17:18:42,2018-08-10,RJ,False,6.7378125,-27.278680555555557,1,1,111.88999999999999,Single seller,Upper-middle 25%,2018-07
210e60465099814a1d2c7635e4065153,2018-05-09 18:27:00,2018-05-22 00:08:26,2018-05-29,RJ,False,12.237106481481481,-6.994143518518518,1,1,231.79,Single seller,Highest 25%,2018-05
8fc207e94fa91a7649c5a5dab690272a,2017-11-26 17:49:46,2018-01-20 13:42:22,2017-12-19,RJ,True,54.82819444444444,32.57108796296296,1,1,135.51,Single seller,Upper-middle 25%,2017-11
4b3a605942f29d490cb74bd6ace6b9f0,2017-09-29 09:32:17,2017-09-30 16:55:39,2017-10-17,RS,False,1.3078935185185185,-16.2946875,1,1,38.099999999999994,Single seller,Lowest 25%,2017-09
1c35ac660d7ef6691b25d20df3d6eccb,2017-06-27 23:11:57,2017-06-29 10:16:35,2017-07-10,SP,False,1.4615509259259258,-10.571817129629629,1,1,74.03,Single seller,Lower-middle 25%,2017-06
01a75ac3dd000b7628a684be97c29234,2018-01-23 10:32:39,2018-02-07 14:59:03,2018-02-21,RJ,False,15.185,-13.375659722222222,1,1,58.0,Single seller,Lowest 25%,2018-01
0c6b011f8a4f87010c23995f5807d152,2018-08-20 18:24:30,2018-08-28 13:43:41,2018-09-13,RN,False,7.804988425925926,-15.427997685185185,1,1,66.02,Single seller,Lower-middle 25%,2018-08
ee0c5c649e17808bc4a363d3a80ebf85,2018-01-30 07:51:17,2018-02-20 15:25:04,2018-02-21,RJ,False,21.315127314814816,-0.3575925925925926,2,1,53.2,Single seller,Lowest 25%,2018-01
f2fa3795760c35b8c05fa8e2f09d5143,2018-03-31 14:20:46,2018-04-07 00:06:33,2018-05-04,SP,False,6.406793981481481,-26.99545138888889,3,2,518.39,Multiple sellers,Highest 25%,2018-03
3923e3ade70348985bd2ca389905cf19,2018-03-07 23:00:33,2018-03-19 18:46:32,2018-03-29,SP,False,11.823599537037037,-9.217685185185186,1,1,78.15,Single seller,Lower-middle 25%,2018-03
e37797aedc7cd4ef82278fbc169eecaf,2018-05-08 22:12:34,2018-05-14 18:55:59,2018-05-23,SP,False,5.863483796296296,-8.211122685185185,1,1,84.57,Single seller,Lower-middle 25%,2018-05
35660aec0cc42b6257e24281ee0e6255,2017-03-30 14:46:00,2017-04-27 11:08:55,2017-05-12,PB,False,27.849247685185187,-14.535474537037038,1,1,155.0,Single seller,Upper-middle 25%,2017-03
b01875821b8dcb6abc61776f0f971bce,2017-11-24 21:55:22,2017-12-01 21:11:40,2017-12-15,RJ,False,6.969652777777778,-13.116898148148149,2,1,142.16,Single seller,Upper-middle 25%,2017-11
5164933efe0cd14f31424b9badf81f19,2018-04-25 22:18:10,2018-04-27 16:50:03,2018-05-14,SP,False,1.7721412037037036,-16.29857638888889,1,1,141.9,Single seller,Upper-middle 25%,2018-04
06a6627d9cc91a04e9d146bf65fee0a2,2017-07-16 10:27:45,2017-07-21 19:59:36,2017-08-04,SP,False,5.397118055555556,-13.166944444444445,1,1,113.62,Single seller,Upper-middle 25%,2017-07
5447160f15621601fa9ba2b94f4906b3,2017-11-21 12:08:32,2017-11-28 20:33:38,2017-12-14,PR,False,7.350763888888889,-15.143310185185186,1,1,161.77,Single seller,Upper-middle 25%,2017-11
01855f880aae9a984c7c33b26fcf2e02,2017-10-19 15:08:48,2017-10-24 15:57:46,2017-10-31,SP,False,5.03400462962963,-6.334884259259259,2,1,95.52000000000001,Single seller,Lower-middle 25%,2017-10
65312c6e4ce03c0fb633a4ac541949d8,2018-07-22 15:19:05,2018-08-02 21:08:57,2018-08-13,RJ,False,11.242962962962963,-10.118784722222221,1,1,68.59,Single seller,Lower-middle 25%,2018-07
741fd1b80f015f170a7f458cf86769b8,2017-12-02 14:28:03,2017-12-11 16:17:04,2018-01-04,MG,False,9.075706018518519,-23.32148148148148,1,1,106.38,Single seller,Upper-middle 25%,2017-12
b16cec67cb3f5a4bb31abe8988b43d19,2018-03-26 09:14:26,2018-03-29 20:08:43,2018-04-20,RJ,False,3.454363425925926,-21.160613425925927,1,1,141.67000000000002,Single seller,Upper-middle 25%,2018-03
e6190dea235662449d160357e46eaec8,2018-01-09 06:37:43,2018-01-15 14:56:58,2018-02-06,SP,False,6.346701388888889,-21.37710648148148,1,1,89.88000000000001,Single seller,Lower-middle 25%,2018-01
